genome	genome_accession	ncbi_protein_accession	mist_protein_accession	protein_type	source	protein_length	domain_architecture	sensors_or_regulators	domain_counts	domains
GCF_002999235.1	GCF_002999235	WP_106110858.1	GCF_002999235.1-C3V41_RS12385	hk	mistdb	387	hole:1-187,HisKA_3:188-255	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_002999235.1	GCF_002999235	WP_106110713.1	GCF_002999235.1-C3V41_RS06400	hk	mistdb	432	Sensor:27-216,HisKA_3:244-310	Sensor	HisKA_3:1,Sensor:1	HisKA_3,Sensor
GCF_002999235.1	GCF_002999235	WP_106109564.1	GCF_002999235.1-C3V41_RS06360	hk	mistdb	380	hole:1-196,HisKA_3:197-264	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_002999235.1	GCF_002999235	WP_106109536.1	GCF_002999235.1-C3V41_RS06155	hk	mistdb	359	hole:1-125,HisKA:126-191,HATPase_c:233-337	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_002999235.1	GCF_002999235	WP_106109445.1	GCF_002999235.1-C3V41_RS05610	hk	mistdb	434	PspC:35-88,<HisKA>:155-303,HATPase_c_2:304-409	PspC	<HisKA>:1,HATPase_c_2:1,PspC:1	<HisKA>,HATPase_c_2,PspC
GCF_002999235.1	GCF_002999235	WP_106110076.1	GCF_002999235.1-C3V41_RS09590	hk	mistdb	393	hole:1-170,HisKA_3:171-236	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_002999235.1	GCF_002999235	WP_106110772.1	GCF_002999235.1-C3V41_RS08860	hk	mistdb	296	HisKA:67-133,HATPase_c:182-292	nodomain	HATPase_c:1,HisKA:1	HATPase_c,HisKA
GCF_002999235.1	GCF_002999235	WP_106109955.1	GCF_002999235.1-C3V41_RS08790	hk	mistdb	795	hole:1-302,cNMP_binding:303-390,hole:391-493,<HisKA>:494-642,HATPase_c:643-780	cNMP_binding	<HisKA>:1,HATPase_c:1,cNMP_binding:1,hole:2	<HisKA>,HATPase_c,cNMP_binding,hole
GCF_002999235.1	GCF_002999235	WP_106109885.1	GCF_002999235.1-C3V41_RS08310	hk	mistdb	431	hole:1-152,HisKA:153-219,HATPase_c:264-378	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_002999235.1	GCF_002999235	WP_106109792.1	GCF_002999235.1-C3V41_RS07700	hk	mistdb	412	hole:1-193,HisKA_3:194-260	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_002999235.1	GCF_002999235	WP_106109989.1	GCF_002999235.1-C3V41_RS09045	hk	mistdb	374	hole:1-162,HisKA_3:163-229	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_002999235.1	GCF_002999235	WP_106109316.1	GCF_002999235.1-C3V41_RS04755	hk	mistdb	477	hole:1-198,HAMP:199-248,HisKA:252-315,HATPase_c:357-468	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_002999235.1	GCF_002999235	WP_106108860.1	GCF_002999235.1-C3V41_RS01840	hk	mistdb	433	hole:1-224,HisKA_3:225-290	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_002999235.1	GCF_002999235	WP_106110586.1	GCF_002999235.1-C3V41_RS01535	hk	mistdb	292	HisKA_3:59-126	nodomain	HisKA_3:1	HisKA_3
GCF_002999235.1	GCF_002999235	WP_106109295.1	GCF_002999235.1-C3V41_RS04600	hk	mistdb	667	hole:1-251,GAF:252-388,HisKA_3:405-483	GAF	GAF:1,HisKA_3:1,hole:1	GAF,HisKA_3,hole
GCF_002999235.1	GCF_002999235	WP_106108624.1	GCF_002999235.1-C3V41_RS00390	hk	mistdb	425	hole:1-214,HisKA:215-277,HATPase_c:318-425	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_002999235.1	GCF_002999235	WP_106110553.1	GCF_002999235.1-C3V41_RS00230	hk	mistdb	367	hole:1-149,HisKA_3:150-216	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_002999235.1	GCF_002999235	WP_106108588.1	GCF_002999235.1-C3V41_RS00140	hk	mistdb	559	hole:1-197,HisKA_3:198-263	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108834477.1	GCF_900323545.1-BQ8008_RS13140	hk	mistdb	580	hole:1-242,HisKA_3:243-310	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108834192.1	GCF_900323545.1-BQ8008_RS12040	hk	mistdb	384	HisKA_3:83-149	nodomain	HisKA_3:1	HisKA_3
GCF_900323545.1	GCF_900323545	WP_108834178.1	GCF_900323545.1-BQ8008_RS11935	hk	mistdb	431	hole:1-198,HisKA_3:199-266	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108834137.1	GCF_900323545.1-BQ8008_RS11665	hk	mistdb	426	hole:1-200,HisKA_3:201-268	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108834122.1	GCF_900323545.1-BQ8008_RS11585	hk	mistdb	350	hole:1-134,HisKA_3:135-200	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108834091.1	GCF_900323545.1-BQ8008_RS11395	hk	mistdb	496	hole:1-248,HisKA_3:249-330	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108833961.1	GCF_900323545.1-BQ8008_RS10575	hk	mistdb	504	HATPase_c_3:28-136	HATPase_c_3	HATPase_c_3:1	HATPase_c_3
GCF_900323545.1	GCF_900323545	WP_108833932.1	GCF_900323545.1-BQ8008_RS10410	hk	mistdb	510	hole:1-188,HAMP:189-238,<HisKA>:193-341,HATPase_c:342-455	HAMP	<HisKA>:1,HAMP:1,HATPase_c:1,hole:1	<HisKA>,HAMP,HATPase_c,hole
GCF_900323545.1	GCF_900323545	WP_108833929.1	GCF_900323545.1-BQ8008_RS10385	hk	mistdb	419	hole:1-208,HisKA_3:209-273	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108833920.1	GCF_900323545.1-BQ8008_RS10340	hk	mistdb	491	hole:1-223,HisKA_3:224-300,HATPase_c_2:282-427	nodomain	HATPase_c_2:1,HisKA_3:1,hole:1	HATPase_c_2,HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108834364.1	GCF_900323545.1-BQ8008_RS12790	hk	mistdb	492	hole:1-224,HisKA_3:225-292	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108834256.1	GCF_900323545.1-BQ8008_RS12410	hk	mistdb	532	hole:1-228,HAMP:229-279,HisKA:291-357,HATPase_c:410-530	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_900323545.1	GCF_900323545	WP_108834210.1	GCF_900323545.1-BQ8008_RS12140	hk	mistdb	418	hole:1-130,HAMP:131-181,HisKA:185-252,HATPase_c:294-406	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_900323545.1	GCF_900323545	WP_108833612.1	GCF_900323545.1-BQ8008_RS08340	hk	mistdb	358	hole:1-124,HisKA:125-190,HATPase_c:232-335	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_900323545.1	GCF_900323545	WP_108833549.1	GCF_900323545.1-BQ8008_RS07990	hk	mistdb	627	hole:1-238,HAMP:239-288,HisKA:299-367,HATPase_c:413-524	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_900323545.1	GCF_900323545	WP_108833435.1	GCF_900323545.1-BQ8008_RS07305	hk	mistdb	456	hole:1-181,HisKA_3:182-258	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108833850.1	GCF_900323545.1-BQ8008_RS09815	hk	mistdb	575	hole:1-327,HisKA:328-397,HATPase_c:457-572	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_900323545.1	GCF_900323545	WP_108833843.1	GCF_900323545.1-BQ8008_RS09780	hk	mistdb	305	HisKA:77-141,HATPase_c:190-300	nodomain	HATPase_c:1,HisKA:1	HATPase_c,HisKA
GCF_900323545.1	GCF_900323545	WP_108833833.1	GCF_900323545.1-BQ8008_RS09715	hk	mistdb	406	hole:1-153,HisKA:154-220,HATPase_c:265-379	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_900323545.1	GCF_900323545	WP_108833620.1	GCF_900323545.1-BQ8008_RS08405	hk	mistdb	422	Sensor:19-210,HisKA_3:233-300	Sensor	HisKA_3:1,Sensor:1	HisKA_3,Sensor
GCF_900323545.1	GCF_900323545	WP_108832774.1	GCF_900323545.1-BQ8008_RS03200	hk	mistdb	719	GAF:98-271,GAF_2:300-439,HisKA_3:455-534	GAF,GAF_2	GAF:1,GAF_2:1,HisKA_3:1	GAF,GAF_2,HisKA_3
GCF_900323545.1	GCF_900323545	WP_108832545.1	GCF_900323545.1-BQ8008_RS01760	hk	mistdb	400	PspC:1-53,<HisKA>:134-282,HATPase_c_2:283-381	PspC	<HisKA>:1,HATPase_c_2:1,PspC:1	<HisKA>,HATPase_c_2,PspC
GCF_900323545.1	GCF_900323545	WP_108834556.1	GCF_900323545.1-BQ8008_RS01735	hk	mistdb	275	HisKA:50-112,HATPase_c:155-262	nodomain	HATPase_c:1,HisKA:1	HATPase_c,HisKA
GCF_900323545.1	GCF_900323545	WP_108832525.1	GCF_900323545.1-BQ8008_RS01645	hk	mistdb	430	hole:1-229,HisKA_3:230-296	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108833015.1	GCF_900323545.1-BQ8008_RS04710	hk	mistdb	477	hole:1-234,HisKA_3:235-300	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108833005.1	GCF_900323545.1-BQ8008_RS04660	hk	mistdb	279	HisKA_3:59-127	nodomain	HisKA_3:1	HisKA_3
GCF_900323545.1	GCF_900323545	WP_108832488.1	GCF_900323545.1-BQ8008_RS01450	hk	mistdb	442	hole:1-210,HisKA_3:211-276	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108832361.1	GCF_900323545.1-BQ8008_RS00560	hk	mistdb	406	hole:1-176,HisKA_3:177-243	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108832348.1	GCF_900323545.1-BQ8008_RS00475	hk	mistdb	420	hole:1-191,HisKA_3:192-259	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900323545.1	GCF_900323545	WP_108832638.1	GCF_900323545.1-BQ8008_RS02285	hk	mistdb	491	H_kinase_N:5-147,PAS_4:173-280,HisKA_2:294-367,HATPase_c:388-484	H_kinase_N,PAS_4	HATPase_c:1,H_kinase_N:1,HisKA_2:1,PAS_4:1	HATPase_c,H_kinase_N,HisKA_2,PAS_4
GCF_900323545.1	GCF_900323545	WP_108832338.1	GCF_900323545.1-BQ8008_RS00405	hk	mistdb	378	hole:1-171,HisKA_3:172-246	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900002405.1	GCF_900002405	WP_210582081.1	GCF_900002405.1-BN1056_RS13570	hk	mistdb	457	hole:1-236,HisKA_3:237-302	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900002405.1	GCF_900002405	WP_073328556.1	GCF_900002405.1-BN1056_RS13675	hk	mistdb	376	hole:1-175,HisKA_3:176-242	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900002405.1	GCF_900002405	WP_280516483.1	GCF_900002405.1-BN1056_RS13715	hk	mistdb	74	HATPase_c:1-70	nodomain	HATPase_c:1	HATPase_c
GCF_900002405.1	GCF_900002405	WP_210582310.1	GCF_900002405.1-BN1056_RS14230	hk	mistdb	519	hole:1-213,HisKA_3:214-281	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900002405.1	GCF_900002405	WP_210578539.1	GCF_900002405.1-BN1056_RS01695	hk	mistdb	359	hole:1-125,HisKA:126-191,HATPase_c:233-336	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_900002405.1	GCF_900002405	WP_210578768.1	GCF_900002405.1-BN1056_RS02460	hk	mistdb	400	hole:1-184,HisKA_3:185-252,HATPase_c:291-387	nodomain	HATPase_c:1,HisKA_3:1,hole:1	HATPase_c,HisKA_3,hole
GCF_900002405.1	GCF_900002405	WP_210578911.1	GCF_900002405.1-BN1056_RS02860	hk	mistdb	288	HisKA:53-115,HATPase_c:158-269	nodomain	HATPase_c:1,HisKA:1	HATPase_c,HisKA
GCF_900002405.1	GCF_900002405	WP_210578201.1	GCF_900002405.1-BN1056_RS00405	hk	mistdb	470	PspC:58-108,<HisKA>:170-318,HATPase_c_2:319-461	PspC	<HisKA>:1,HATPase_c_2:1,PspC:1	<HisKA>,HATPase_c_2,PspC
GCF_900002405.1	GCF_900002405	WP_244671656.1	GCF_900002405.1-BN1056_RS10340	hk	mistdb	414	hole:1-181,HisKA_3:182-249	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900002405.1	GCF_900002405	WP_210580979.1	GCF_900002405.1-BN1056_RS10425	hk	mistdb	445	hole:1-325,HATPase_c_5:326-433	nodomain	HATPase_c_5:1,hole:1	HATPase_c_5,hole
GCF_900002405.1	GCF_900002405	WP_210581118.1	GCF_900002405.1-BN1056_RS10760	hk	mistdb	610	GAF_2:36-164,GAF_2:192-331,HisKA_3:347-421	GAF_2,GAF_2	GAF_2:2,HisKA_3:1	GAF_2,HisKA_3
GCF_900002405.1	GCF_900002405	WP_210579072.1	GCF_900002405.1-BN1056_RS03135	hk	mistdb	554	hole:1-223,HAMP:224-275,HisKA:286-352,HATPase_c:401-542	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_900002405.1	GCF_900002405	WP_210580163.1	GCF_900002405.1-BN1056_RS07625	hk	mistdb	486	H_kinase_N:5-136,PAS_4:173-280,HisKA_2:294-368,HATPase_c:388-485	H_kinase_N,PAS_4	HATPase_c:1,H_kinase_N:1,HisKA_2:1,PAS_4:1	HATPase_c,H_kinase_N,HisKA_2,PAS_4
GCF_900002405.1	GCF_900002405	WP_210578372.1	GCF_900002405.1-BN1056_RS01015	hk	mistdb	407	hole:1-187,HisKA_3:188-254	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_900002405.1	GCF_900002405	WP_244671569.1	GCF_900002405.1-BN1056_RS06995	hk	mistdb	534	hole:1-282,HisKA:283-352,HATPase_c:412-528	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_900002405.1	GCF_900002405	WP_244671566.1	GCF_900002405.1-BN1056_RS07020	hk	mistdb	358	hole:1-120,HisKA:121-185,HATPase_c:234-344	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_900002405.1	GCF_900002405	WP_244671567.1	GCF_900002405.1-BN1056_RS07075	hk	mistdb	420	hole:1-151,HisKA:152-218,HATPase_c:263-378	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_900002405.1	GCF_900002405	WP_210580437.1	GCF_900002405.1-BN1056_RS08610	hk	mistdb	498	hole:1-186,HAMP:187-236,HisKA:240-304,HATPase_c:345-482	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_900002405.1	GCF_900002405	WP_210578309.1	GCF_900002405.1-BN1056_RS00790	hk	mistdb	732	hole:1-224,cNMP_binding:225-312,hole:313-414,<HisKA>:415-563,HATPase_c:564-686	cNMP_binding	<HisKA>:1,HATPase_c:1,cNMP_binding:1,hole:2	<HisKA>,HATPase_c,cNMP_binding,hole
GCF_900002405.1	GCF_900002405	WP_244671730.1	GCF_900002405.1-BN1056_RS13435	hk	mistdb	608	hole:1-216,HAMP:217-266,HisKA:277-345,HATPase_c:391-502	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_900002405.1	GCF_900002405	WP_244671611.1	GCF_900002405.1-BN1056_RS09080	hk	mistdb	413	hole:1-191,HisKA_3:192-259	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_000295095.1	GCF_000295095	WP_017178060.1	GCF_000295095.1-A1QA_RS0106240	hk	mistdb	504	hole:1-199,HAMP:200-251,HisKA:262-328,HATPase_c:377-490	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_000295095.1	GCF_000295095	WP_017177893.1	GCF_000295095.1-A1QA_RS13615	hk	mistdb	415	hole:1-193,HisKA_3:194-259	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_000295095.1	GCF_000295095	WP_026048695.1	GCF_000295095.1-A1QA_RS0104845	hk	mistdb	503	HATPase_c_3:28-143	HATPase_c_3	HATPase_c_3:1	HATPase_c_3
GCF_000295095.1	GCF_000295095	WP_017177774.1	GCF_000295095.1-A1QA_RS0104735	hk	mistdb	280	HisKA:53-115,HATPase_c:158-270	nodomain	HATPase_c:1,HisKA:1	HATPase_c,HisKA
GCF_000295095.1	GCF_000295095	WP_043508014.1	GCF_000295095.1-A1QA_RS0105915	hk	mistdb	414	hole:1-126,HAMP:127-177,HisKA:181-248,HATPase_c:290-402	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_000295095.1	GCF_000295095	WP_082181151.1	GCF_000295095.1-A1QA_RS0103860	hk	mistdb	544	hole:1-276,HisKA:277-367,HATPase_c:427-542	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_000295095.1	GCF_000295095	WP_082181102.1	GCF_000295095.1-A1QA_RS0102450	hk	mistdb	417	hole:1-206,HisKA_3:207-274,HATPase_c:315-411	nodomain	HATPase_c:1,HisKA_3:1,hole:1	HATPase_c,HisKA_3,hole
GCF_000295095.1	GCF_000295095	WP_017177249.1	GCF_000295095.1-A1QA_RS0101920	hk	mistdb	351	HAMP:73-123,HisKA:127-191,HATPase_c:236-350	HAMP	HAMP:1,HATPase_c:1,HisKA:1	HAMP,HATPase_c,HisKA
GCF_000295095.1	GCF_000295095	WP_017177210.1	GCF_000295095.1-A1QA_RS13055	hk	mistdb	503	PspC:74-126,<HisKA>:225-373,HATPase_c_2:374-476	PspC	<HisKA>:1,HATPase_c_2:1,PspC:1	<HisKA>,HATPase_c_2,PspC
GCF_000295095.1	GCF_000295095	WP_082181106.1	GCF_000295095.1-A1QA_RS13150	hk	mistdb	372	Sensor:1-156,HisKA_3:184-250	Sensor	HisKA_3:1,Sensor:1	HisKA_3,Sensor
GCF_000295095.1	GCF_000295095	WP_082181094.1	GCF_000295095.1-A1QA_RS12950	hk	mistdb	432	hole:1-204,HisKA_3:205-272	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_000295095.1	GCF_000295095	WP_017177052.1	GCF_000295095.1-A1QA_RS0100890	hk	mistdb	496	H_kinase_N:8-140,PAS_4:173-280,HisKA_2:294-367,HATPase_c_2:364-459	H_kinase_N,PAS_4	HATPase_c_2:1,H_kinase_N:1,HisKA_2:1,PAS_4:1	HATPase_c_2,H_kinase_N,HisKA_2,PAS_4
GCF_000295095.1	GCF_000295095	WP_082181091.1	GCF_000295095.1-A1QA_RS0100825	hk	mistdb	463	hole:1-260,HisKA_3:261-333	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_000295095.1	GCF_000295095	WP_017177034.1	GCF_000295095.1-A1QA_RS0100790	hk	mistdb	403	hole:1-210,HisKA_3:211-278	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_000295095.1	GCF_000295095	WP_017178824.1	GCF_000295095.1-A1QA_RS0110280	hk	mistdb	434	hole:1-216,HisKA:217-286,HATPase_c:327-434	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_000295095.1	GCF_000295095	WP_017178662.1	GCF_000295095.1-A1QA_RS0109430	hk	mistdb	311	HisKA:81-146,HATPase_c:193-303	nodomain	HATPase_c:1,HisKA:1	HATPase_c,HisKA
GCF_000295095.1	GCF_000295095	WP_017178325.1	GCF_000295095.1-A1QA_RS0107675	hk	mistdb	635	GAF_2:56-212,hole:213-394,HisKA_3:395-465	GAF_2	GAF_2:1,HisKA_3:1,hole:1	GAF_2,HisKA_3,hole
GCF_000295095.1	GCF_000295095	WP_082181177.1	GCF_000295095.1-A1QA_RS14020	hk	mistdb	358	hole:1-160,HisKA_3:161-223	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_000295095.1	GCF_000295095	WP_017179090.1	GCF_000295095.1-A1QA_RS0111680	hk	mistdb	582	hole:1-200,HAMP:201-250,HisKA:261-329,HATPase_c:375-486	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_000295095.1	GCF_000295095	WP_043508643.1	GCF_000295095.1-A1QA_RS15565	hk	mistdb	258	HisKA_3:62-128	nodomain	HisKA_3:1	HisKA_3
GCF_000295095.1	GCF_000295095	WP_017179016.1	GCF_000295095.1-A1QA_RS0111305	hk	mistdb	359	hole:1-125,HisKA:126-191,HATPase_c:233-339	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_000295095.1	GCF_000295095	WP_017178893.1	GCF_000295095.1-A1QA_RS0110670	hk	mistdb	320	HisKA:68-148,HATPase_c:189-302	nodomain	HATPase_c:1,HisKA:1	HATPase_c,HisKA
GCF_000295095.1	GCF_000295095	WP_017178879.1	GCF_000295095.1-A1QA_RS0110600	hk	mistdb	519	hole:1-241,HisKA_3:242-309	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_015711475.1	GCF_015711475	WP_196717080.1	GCF_015711475.1-I2V18_RS00280	hk	mistdb	678	hole:1-199,cNMP_binding:200-287,<HisKA>:386-534,HATPase_c:535-654	cNMP_binding	<HisKA>:1,HATPase_c:1,cNMP_binding:1,hole:1	<HisKA>,HATPase_c,cNMP_binding,hole
GCF_015711475.1	GCF_015711475	WP_194949300.1	GCF_015711475.1-I2V18_RS00555	hk	mistdb	363	hole:1-145,HisKA_3:146-216	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_015711475.1	GCF_015711475	WP_194949316.1	GCF_015711475.1-I2V18_RS00655	hk	mistdb	276	HisKA:52-114,HATPase_c:157-269	nodomain	HATPase_c:1,HisKA:1	HATPase_c,HisKA
GCF_015711475.1	GCF_015711475	WP_196717246.1	GCF_015711475.1-I2V18_RS01210	hk	mistdb	373	hole:1-155,HisKA_3:156-219	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_015711475.1	GCF_015711475	WP_196717337.1	GCF_015711475.1-I2V18_RS02480	hk	mistdb	443	hole:1-230,HisKA_3:231-303	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_015711475.1	GCF_015711475	WP_244963365.1	GCF_015711475.1-I2V18_RS02790	hk	mistdb	406	PspC:8-60,<HisKA>:128-276,HATPase_c_2:277-391	PspC	<HisKA>:1,HATPase_c_2:1,PspC:1	<HisKA>,HATPase_c_2,PspC
GCF_015711475.1	GCF_015711475	WP_194948485.1	GCF_015711475.1-I2V18_RS03275	hk	mistdb	485	H_kinase_N:5-147,hole:148-293,HisKA_2:294-368,HATPase_c:388-485	H_kinase_N	HATPase_c:1,H_kinase_N:1,HisKA_2:1,hole:1	HATPase_c,H_kinase_N,HisKA_2,hole
GCF_015711475.1	GCF_015711475	WP_194949023.1	GCF_015711475.1-I2V18_RS03900	hk	mistdb	410	hole:1-207,HisKA_3:208-280	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_015711475.1	GCF_015711475	WP_196716611.1	GCF_015711475.1-I2V18_RS06515	hk	mistdb	539	hole:1-243,HisKA_3:244-311	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_015711475.1	GCF_015711475	WP_244963245.1	GCF_015711475.1-I2V18_RS06790	hk	mistdb	504	hole:1-219,HAMP:220-268,HisKA:272-336,HATPase_c:377-488	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_015711475.1	GCF_015711475	WP_194947877.1	GCF_015711475.1-I2V18_RS06885	hk	mistdb	645	GAF_2:61-197,GAF:227-363,HisKA_3:380-451	GAF_2,GAF	GAF:1,GAF_2:1,HisKA_3:1	GAF,GAF_2,HisKA_3
GCF_015711475.1	GCF_015711475	WP_196716759.1	GCF_015711475.1-I2V18_RS08355	hk	mistdb	662	hole:1-226,HAMP:227-276,HisKA:287-355,HATPase_c:401-512	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_015711475.1	GCF_015711475	WP_194948341.1	GCF_015711475.1-I2V18_RS08610	hk	mistdb	359	hole:1-125,HisKA:126-191,HATPase_c:233-337	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_015711475.1	GCF_015711475	WP_194948442.1	GCF_015711475.1-I2V18_RS09255	hk	mistdb	501	hole:1-208,HisKA_3:209-276	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_015711475.1	GCF_015711475	WP_196716889.1	GCF_015711475.1-I2V18_RS09835	hk	mistdb	361	hole:1-145,HisKA_3:146-212	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_015711475.1	GCF_015711475	WP_244963309.1	GCF_015711475.1-I2V18_RS09900	hk	mistdb	544	hole:1-234,HAMP:235-286,HisKA:297-363,HATPase_c:410-544	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_015711475.1	GCF_015711475	WP_244963310.1	GCF_015711475.1-I2V18_RS09940	hk	mistdb	429	hole:1-152,HisKA:153-219,HATPase_c:264-379	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_015711475.1	GCF_015711475	WP_196717025.1	GCF_015711475.1-I2V18_RS11625	hk	mistdb	395	hole:1-175,HisKA_3:176-241	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_000159035.1	GCF_000159035	WP_006548689.1	GCF_000159035.1-HMPREF0058_RS05290	hk	mistdb	315	hole:1-188,HisKA_3:189-256	nodomain	HisKA_3:1,hole:1	HisKA_3,hole
GCF_000159035.1	GCF_000159035	WP_040319509.1	GCF_000159035.1-HMPREF0058_RS03550	hk	mistdb	592	hole:1-309,HAMP:310-359,His_kinase:374-452,HATPase_c:470-577	HAMP	HAMP:1,HATPase_c:1,His_kinase:1,hole:1	HAMP,HATPase_c,His_kinase,hole
GCF_000159035.1	GCF_000159035	WP_081449151.1	GCF_000159035.1-HMPREF0058_RS04475	hk	mistdb	450	PspC:38-91,<HisKA>:155-303,HATPase_c_2:304-413	PspC	<HisKA>:1,HATPase_c_2:1,PspC:1	<HisKA>,HATPase_c_2,PspC
